Time (s),Freq 48.45 Hz,Freq 51.14 Hz,Freq 53.83 Hz,Freq 56.52 Hz,Freq 59.22 Hz,Freq 61.91 Hz,Freq 64.60 Hz,Bus Presence
2.972154195011338,124.63696491098204,148.15146309190047,115.97063635825499,135.97065031271458,127.47952610882143,200.25280146431584,115.94625459900108,1
5.944308390022676,150.03387612753812,153.16057695839044,113.43821776238781,78.70781808779859,68.50875613775268,95.07486486655219,60.52886963472461,1
8.916462585034013,63.23257702118276,75.65897246,103.29571634587995,69.05871680720556,94.42907455481532,101.31645928508806,65.47688152065335,1
11.888616780045352,106.35703105471731,108.07827307396555,98.52184827680937,92.19463024472991,98.48730932009188,61.38218112956851,47.287407260525825,1
14.86077097505669,65.42080654052192,58.01281326994146,127.31470328056425,131.67608771466723,72.03034897,53.16738792683261,50.60482287266905,1
17.832925170068027,76.36971348147364,85.24284844416756,151.28532132733304,81.24098611019055,74.08219755737699,59.17742021,82.05094239161154,1
20.805079365079365,98.30788745668582,109.70046699941025,165.60932066440952,71.76057762438646,79.61555286019241,83.53227731271839,107.54504709370464,1
23.777233560090703,145.1681749800636,131.07103528117307,113.79636819549529,100.40616477055897,59.94858451,98.98486417141663,92.61969643442258,1
26.749387755102042,47.97787118298127,74.47535848449348,158.8724031878846,113.3581987206678,87.68594873470617,72.99164138789138,56.81203859503161,1
29.72154195011338,77.19747152273067,91.17192229,172.9931907303964,155.0408037961776,63.47006888181177,53.49933033052672,80.34936579741078,1
32.69369614512472,56.782174419853554,81.35260779295966,185.1437768405513,152.63763609245154,71.90861911360895,56.17608366554336,91.60270924,1
35.66585034013605,58.08223578854087,122.12899439035967,146.63046086607739,124.03127246138746,87.11035805832543,82.34057264741763,112.49086275183711,1
38.638004535147395,81.37267662421146,129.62193055688627,188.85160698068734,138.63236505655766,62.34273796625305,71.01728606582067,60.669264392350726,1
41.61015873015873,55.54724237191834,65.00714096086828,160.49110920351302,96.89247413458101,62.42930024595249,73.37539619836635,60.644323049920814,1
44.582312925170065,59.45801697903977,92.31205350238818,93.08291798022756,101.08487308076994,72.00121523,76.38114261294486,77.19765763004102,1
47.55446712018141,86.51213454,104.14008274359978,145.33942363714863,151.9647830295384,98.39679260217875,117.86993167734175,122.74794096284695,1
50.52662131519274,216.8665533928299,172.6506566313774,124.20578609989069,193.88659360002458,155.6644043652102,169.02868597933232,119.90453402378219,1
53.498775510204084,174.2426297958132,390.0892849791709,358.1920613,388.0450221153902,277.48284559357444,273.65864443563083,213.89383960907165,1
56.47092970521542,133.53095266761633,190.33898313574278,349.34254873370367,269.1876408905425,126.74277700597436,145.16822517042533,233.68988624860174,1
59.44308390022676,169.71792348865006,196.45187585487764,665.5735637575972,465.48488235687813,230.35459655896597,125.23351786705435,124.64940008151318,1
62.415238095238095,132.5168854831085,211.1960564238954,725.5629228069447,570.7151696158621,254.81724101530318,154.75435850639877,118.03172080187508,1
65.38739229024944,168.95067148651498,269.2003497828605,720.0135449569872,549.1778205548928,225.1736661032922,142.8103774825626,124.54340774192742,1
68.35954648526076,194.10310585047546,267.63615473995605,724.0549281,403.54341520298436,311.6037264623595,238.7263025,188.49772499125208,1
71.33170068,293.3736221067716,353.78121608513044,469.31552427284265,263.94815598583756,167.14739648087857,148.21262000770895,134.97560835243848,1
74.30385487528345,144.45592776991006,116.49730075454276,337.9603452,229.90069632751448,368.8438043996853,598.2928146686766,413.7247347588277,1
77.27600907029479,324.57341721112846,211.10746311448247,227.17172624759587,256.41523566563865,608.9580701773319,452.27042926601223,258.7057398987687,1
80.24816326530612,425.9112233321624,439.45585150763384,506.3187035,509.48026111252227,481.2361147424135,345.4890114003572,320.87912507651384,1
83.22031746031746,153.2305066,325.53932295489284,431.6545966346774,434.54235901271977,316.9560395786261,267.91827857384686,410.7524044515341,1
86.19247166,107.77417752493963,104.34409070674299,146.0931349,127.0302830562515,187.4786479791233,264.67993683211836,875.0402850127056,1
89.16462585034013,144.27262906026698,241.02831997395825,135.84267198934486,248.5100223039896,177.8958372943136,136.54936480733465,95.63511580762072,1
